code,question,year,paper,topic1,subtopic1,topic2,subtopic2,topic3,subtopic3,graph?,word_prob?
0O5,"A toroid of inner radius $ 25$ cm and an outer radius of $ 28$ cm has $ 4500$ turns of wound around it which passes a Current of $ 12$ A. What will be the induction of the magnetic flux;
(i) Outside the toroid. 
(ii) inside the core of the toroid, 
(iii) in an empty space surrounding the toroid. ",2013,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,0
0O6,Derive an expression for impedance of a series $ R-C$ circuit. ,2013,2,Current Electricity,Alternating Current (ac),.,.,.,.,0,0
0O7,"An alternating current (a.c) of $ 0.2$ A r.m.s and frequency of $ 110/2\pi$ Hz flow in a circuit containing a series arrangement of a resistor $ R$ of resistance $ 20\Omega$ , an inductor $ L$ of $ 0.15$ H and a capacitor $ C$ of capacitance $ 500$ $\mu$F . Calculate the potential difference (p.d) and the impedence of the circuit.",2013,2,Electrostatics,Capacitance,Current Electricity,Alternating Current (ac),.,.,0,0
0O8,What is meant by transistor action?,2013,2,Electronics,Transistors,.,.,.,.,0,1
0O9,Briefly explain why the collector of a transistor is made wider than the emitter and base?,2013,2,Electronics,Transistors,.,.,.,.,0,1
0OA,Draw a well labeled circuit diagram of an inverting amplifier.,2013,2,Electronics,Operational Amplifiers,.,.,.,.,0,1
0OB,"Derive the closed – loop gain A of an inverting amplifier.  If the input resistor is equal to the feedback resistor, what would be the value of the gain A?",2013,2,Electronics,Transistors,.,.,.,.,0,1
0OC,Mention one application of LED. What type of a semiconductor is it?,2013,2,Electronics,Semiconductors,.,.,.,.,0,1
0OD,Write down two advantages of digital circuits over the analogue circuits.,2013,2,Current Electricity,Alternating Current (ac),.,.,.,.,0,1
0OE,"Create the truth table of the circuit below.
### insert table here ###",2013,2,Electronics,Logic Gates,.,.,.,.,1,1
0OF,Distinguish between white spectrum and line spectrum. ,2013,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0OG,"If the energy necessary to cause the ejection of an electron by photoelectric effect from the $ N$ — shell and $ K-$ shell of an atom is $ 10$ eV and $ 20$ eV respectively, calculate the maximum wavelength of radiation for each level.",2013,2,Atomic Physics,Quantum Physics,.,.,.,.,0,0
0OH,What is the significance of the binding energy per nucleon? ,2013,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0OI,"The nucleus of iron, ### insert chemistry stuff ### with a mass of $ 56.935$ a.m.u. emits a $ \gamma -$ ray
radiation of $ 14.4 \times 10^{3}$ eV. Calculate its recoil energy. ",2013,2,Atomic Physics,Nuclear Physics,.,.,.,.,1,0
0OJ,"Given that Rydberg’s constant is approximately $ 1.1 \times 10^{7}$ m$ ^{-1}$ Calculate the corresponding range of frequency for emitted radiation in the:
(i) Lyman series. 
(ii) Balmer series. ",2013,2,Atomic Physics,Structure of the Atom,.,.,.,.,0,0
0OK,"A radioactive isotope of Thallium ### insert chemistry stuff ### Th, emits $ \beta -$ particles with average energy of $ 1.5$ MeV. If the half life of the isotope is $ 135$ days and is brought to emit $ \gamma -$ radiation:
(i) Describe a simple test which could confirm the emission of $ \beta -$ particles and $ \gamma $ — radiation. 
(ii) What will happen to the nucleus of the new isotope after the emission of $ \gamma -$ radiation? 
(iii) Find the decay constant of the isotope. ",2013,2,Atomic Physics,Nuclear Physics,.,.,.,.,1,0
0OL,Briefly explain why the $ \beta$  — particles emitted from a radioactive source differ from the electrons obtained by thermionic emission? ,2013,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0OM,"The mass of a particular radioisotope in « sample is initially $ 6.4 \times 10^{-3}$ kg, After $ 42$ days the isotope was separated from the sample and found to have a mass of $ 1.0 \times 10^{-4}$ kg. Calculate the half- life of the isotope.
",2013,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0ON,"Give the meaning of the terms velocity gradient, tangential stress and coefficient of viscosity as used in fluid dynamics.",2019,2,Fluid Dynamics,Viscosity and Turbulent Flow,Properties of Matter,Elasticity,.,.,0,1
0OO,"Write Stokes’ equation defining clearly the meaning of all symbols used.
State two assumptions used to develop the equation above",2019,2,.,.,.,.,.,.,0,1
0OP,"Calculate the terminal velocity of the rain drops falling in air assuming that the flow is laminar, the rain drops are spheres of diameter $ 1$ mm and the coefficient of viscosity, $ \eta =1.8 \times 10^{-5}$ Ns$/$m$ ^{2}$ . ",2019,2,Fluid Dynamics,Viscosity and Turbulent Flow,.,.,.,.,0,0
0OQ,"Water flows past a horizontal plate of area $ 1.2$ m$ ^{2}$ . If its velocity gradient and coefficient of viscosity adjacent to the plate are $ 10$ s$ ^{-1}$ and $ 1.3 \times 10^{-5}$ Ns$/$m$ ^{2}$ respectively, calculate the force acting on the plate.  ",2019,2,Fluid Dynamics,Viscosity and Turbulent Flow,.,.,.,.,0,0
0OR,"A horizontal pipe of cross - sectional area $ 10 $ cm$ ^{2}$ has one section of cross sectional area $ 5 $ cm$ ^{2}$ . If water flows through the pipe, and the pressure difference between the two sections is $ 300$ Pa, how many cubic meters of water will flow out of the pipe in $ 1$ minute?",2019,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,0
0OS,Provide one evidence which proves that sound is a wave.,2019,2,Vibrations and Waves,Sound,.,.,.,.,0,1
0OT,Why thunder of lightning is heard some moments after seeing the flash?,2019,2,Vibrations and Waves,Sound,.,.,.,.,0,1
0OU,What is Doppler effect? ,2019,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,1
0OV,"The cyclist moving at $ 10$ m$/$s and the railway train at $ 20$ m$/$s are approaching each other. If the engine driver sounds a warming siren at a frequency of $ 480$ Hz:
calculate the frequency of the note heard by the cyclist before and after the train has passed away. ",2019,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,0
0OW,"Two sheets of a Polaroid are lined up so that their polarization directions are initially parallel. When one sheet is rotated:
How does the transmitted light intensity vary with the angle between the polarization directions of the polaroid? 
What angle must the polaroid be rotated to reduce the light Intensity by $ 50\%$ ?",2019,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0OX,"Give the meaning of the terms wave function, longitudinal wave and transverse waves.",2019,2,Vibrations and Waves,Wave Motion,.,.,.,.,0,1
0OY,"The equation of a Progressive wave traveling in the $ +x$ direction is given by $ y= a \sin(\omega t-kx)$ .  Show that the maximum velocity, $ V_{max}=2\pi a /T$ . ",2019,2,Vibrations and Waves,Wave Motion,.,.,.,.,0,0
0OZ,What is meant by diffraction grating?,2019,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0P0,"A diffraction grating has $ 500$ lines per millimetre when used with monochromatic light of wavelength $ 6 \times 10^{-7}$ m at normal incidence. Determine the angle at which the bright diffraction images will be observed. 
Why other orders of image above can not be observed? ",2019,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0P1,State Huygens’s principle of wave construction.,2019,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0P2,A lens was placed with a convex surface of radius of curvature $ 50.0$ cm in contact with the plane surface such that Newton’s rings were observed when the lens was illuminated with monochromatic light. If the radius of the $ 15$ th ring was $ 2.13$ mm, determine the wavelength. ,2019,2,.,.,.,.,.,.,0
0P3,Define Young’s Modulus of a material. ,2019,2,Properties of Matter,Elasticity,.,.,.,.,0,1
0P4,Why work is said to be done in stretching a wire? ,2019,2,Properties of Matter,Elasticity,.,.,.,.,0,1
0P5,"A steel wire AB of the length $ 60$ cm and cross-sectional area $ 1.5 \times 10^{-6}$ m$ ^{2}$ is attached at $ B$ to copper wire BC of length $ 39$ cm and cross sectional area $ 3.0 \times 10^{-6}$ m$ ^{2}$ . If the combination of the two wires is suspended vertically from a fixed point at A, and supports a weight of $ 250$ N at $ C$ ; find the extension (in millimeter) of the:
steel wire. 
copper wire. ",2019,2,Properties of Matter,Elasticity,.,.,.,.,0,0
0P6,"Based on the kinetic theory of gases determine:
The average translational kinetic energy of air at a temperature of $ 290$ K.
The root mean square seed (r.m.s) of air at the same temperature (above).",2019,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,0
0P7,"Define the terms electric potential and electric field-strength $ E$ at a point in the electrostatic field.
How the two quantities above related? ",2019,2,Electrostatics,Electric Potential,.,.,.,.,0,0
0P8,"Outside the sphere, a charged sphere behaves like its charges were concentrated at the centre. If the electric field strength inside the sphere is zero and one sphere of radius $ 5.0$ cm carries a positive charge of $ 6.7$ nC, calculate; 
the potential at the surface of the sphere. 
the capacitance of the sphere. ",2019,2,Electrostatics,Capacitance,.,.,.,.,0,0
0P9,"The Figure below shows two horizontal parallel conducting plates in a vacuum.
### Insert figure here ###
If a small particle of mass $ 4 \times 10^{-12}$ kg carries a positive charge of $ 3.0 \times 10^{-14}$ C is released at point A close to the upper plate,
What is the total force on this particle? 
Calculate the kinetic energy of the particle when it reaches the lower plate.",2019,2,Electrostatics,Electric Potential,.,.,.,.,1,0
0PA,What is meant by dielectric constant? ,2019,2,Electrostatics,Capacitance,.,.,.,.,0,1
0PB,State Coulomb’s law of force between two electrically charged bodies. ,2019,2,Electrostatics,The Electric Field,.,.,.,.,0,1
0PC,Can there be a potential difference between two adjacent conductors carrying the same positive charge? Give a reason. ,2019,2,Electrostatics,Electric Potential,.,.,.,.,0,1
0PD,"A parallel plate capacitor with air as a dielectric has plates of area $ 4.0 \times 10^{-2}$ m$ ^{2}$ which are $ 2.0$ mm apart. The capacitor is charged to $ 100$ V battery and connected in parallel with a similar unchanged capacitor with plates of half the area and twice the distance apart. If the edge effect is neglected, calculate the final charge on each plate. ",2019,2,Electrostatics,Capacitance,.,.,.,.,0,0
0PE,Derive an expression for the total capacitance of two capacitors $ C_{1}$ and $ C_{2}$ connected in series. ,2019,2,Electrostatics,Capacitance,.,.,.,.,0,0
0PF,Two capacitor of $ 15$ $\mu$F and $ 20$ $\mu$F are connected in series with a $ 600$ V supply.  Calculate the charge and Potential difference across each capacitor. ,2019,2,Electrostatics,Capacitance,.,.,.,.,0,0
0PG,Based on Balmer series of hydrogen spectra determine the wavelength of the series limit of Paschen series. ,2019,2,Atomic Physics,Structure of the Atom,.,.,.,.,0,1
0PH,Why electrons do not fall into the nucleus due to electrostatic force of attraction?,2019,2,.,.,.,.,.,.,0,1
0PI,Why hydrogen atom is stable in the ground state? ,2019,2,Atomic Physics,Structure of the Atom,.,.,.,.,0,1
0PJ,"According to Bohr’s theory, the angular momentum of an electron is an integral multiple of $ h/2\pi$ .  Express this statement. by using a mathematical equation in which angular momentum is represented by the letter Land orbit by the letter $ n$ , ",2019,2,Atomic Physics,Structure of the Atom,.,.,.,.,0,0
0PK,"Determine the angular momentum of the electron in the orbit of energy level $ -3.4$ eV given that $ E_{n}=-13.6/n^{2}$ eV, where $ E$ is the energy of an electron and $ n$ is the principal quantum number of hydrogen atom. ",2019,2,Atomic Physics,Quantum Physics,.,.,.,.,0,0
0PL,"The Figure below represents a series of lines obtained when the excited electron of an atom of a certain element falls back. Read it carefully then answer the questions which follow:
### Insert figure here ###
Account for the observed convergence of the lines from $ A$ to $ F$ . 
If the energy value of each line in the spectrum can be calculated using the equation, $ E_{n}=-13.6/n^{2}$ eV ; to which spectral series does the spectrum belongs if the energy value of line A is $ -1.51$ eV? ",2019,2,Atomic Physics,Structure of the Atom,.,.,.,.,1,0
0PM,"What is meant by the following terms as used in nuclear Physics?
Mass defect 
Binding energy. ",2019,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0PN,"### Insert complicated chemistry text here ###
The total energy released in the disintegration reaction. 
The kinetic energy of alpha particles when the nucleus was at rest before disintegration. ",2019,2,Atomic Physics,Nuclear Physics,.,.,.,.,1,1
0PO,Elaborate two aspects on which fission reactions differs from fusion reactions.,2019,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0PP,Why is high temperature required to cause nuclear fusion? ,2019,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0PQ,Identify four factors that affect the force experienced by a current-carrying conductor in a magnetic field. ,2019,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,1
0PR,"Write the mathematical expression which define magnetic flux density and use it to deduce its S.I. units. 
Apply an expression obtained above to develop the formula for the force on a conductor carrying current i if the conductor and the magnetic fields are not at night angles.",2019,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,1
0PS,Distinguish the terms magnetically soft and magnetically hard materials.,2019,2,Electromagnetism,Magnetic Properties of Materials,.,.,.,.,0,1
0PT,State the condition which makes the magnetic force on a moving charge in a magnetic field to be maximum. ,2019,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,1
0PU,Determine the magnitude of force experienced by a stationary charge in a uniform magnetic field. ,2019,2,.,.,.,.,.,.,0,1
0PV,"At which position of the rotating coil in the magnetic field, the induced e.m.f. is zero? Give a reason. ",2019,2,Electromagnetism,Electromagnetic Induction,.,.,.,.,0,1
0PW,"Use mathematical expression to justify the statement that there will be no change in the kinetic energy of a charged particle which enters a uniform magnetic field when its initial velocity is directed parallel to the field.
",2019,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,1
0PX,How can random and Systematic errors be minimized during an experiment?,2018,1,Measurement,Errors,.,.,.,.,0,1
0PY,"Estimate the precision to which the Young’s modulus, $ \gamma $ of the wire can be determined from the formula $ \gamma =(4Fl)/(\pi d^{2} e)$ , given that the applied tension, $ F=500$ N, the length of the loaded wire,  $ l=3$ m, the diameter of the wire, $ d=1$ mm, the extension of the wire, $ e=5$ mm and the errors associated with these quantities are $ 0.5$ N, $ 2$ mm, $ 0.01$ mm and $ 0.1$ mm respectively. ",2018,1,Measurement,Errors,.,.,.,.,0,0
0PZ,State the law of dimensional analysis. ,2018,1,Measurement,Physical Quantities,.,.,.,.,0,1
0Q0,"If the speed v of the transverse wave along a wire of tension, $ T$ and mass, $ m$ is given by, $ V=\sqrt{T/m}$ .  Apply dimensional analysis to check whether the given expression is correct or not.  ",2018,1,Measurement,Physical Quantities,.,.,.,.,0,0
0Q1,Under what condition a passenger in a lift feels weightless? ,2018,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,1
0Q2,Calculate the tension in the supporting cable of an elevator of mass $ 500$ kg which was originally moving downwards at $ 4$ m$/$s and brought to rest with constant acceleration at a distance of $ 20$ m. ,2018,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0Q3,The rotating blades of a hovering helicopter swept out an area of radius $ 2$ m imparting a downward velocity of $ 8$ m$/$s of the air displaced. Find the mass of a helicopter. ,2018,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0Q4,Compute the mass of water striking the wall per second when a jet of water with a velocity of $ 5$ m$/$s and cross-sectional area of $ 3 \times 10^{-2}$ m$ ^{2}$ strikes the wall at right angle losing its velocity to zero. ,2018,1,Fluid Dynamics,Streamline Flow and Continuity,.,.,.,.,0,0
0Q5,How does projectile motion differ from uniform circular motion? ,2018,1,Mechanics,Projectile Motion,Mechanics,Uniform Circular Motion,.,.,0,1
0Q6,"A rifle shoots a bullet with a muzzle velocity of $ 1000$ m$/$s at a small target $ 200$ m away. How high above the target must the rifle be aimed so that the bullet will hit the target? 
(i) Where does the object strike the ground when thrown horizontally with a velocity of $ 15$ m$/$s from the top of a $ 40$ m high building? 
(ii) Find the speed of travel when a man jumps a maximum horizontal distance of $ 1$ m spending a minimum time on the ground.",2018,1,Mechanics,Projectile Motion,.,.,.,.,0,0
0Q7,"What is meant by the following terms as used in simple harmonic motion (S.H.M)?
(i) Periodic motion. 
(ii) Oscillatory motion. ",2018,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
0Q8,List four important properties of a particle executing simple harmonic motion (S.H.M). ,2018,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
0Q9,Sketch a labeled graph that represents the total energy of a particle executing simple harmonic motion (S.H.M). ,2018,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
0QA,"The periodic time of a body executing S.H.M is $ 4$ seconds. How much time interval from time, $ t=0$ will its displacement be half its amplitude? ",2018,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
0QB,"A satellite of mass $ 600$ kg is in a circular orbit at a height $ 2 \times 10^{6}$ km above the earth’s surface. Determine the:
(i) Orbital speed. 
(ii) Gravitational potential energy. ",2018,1,Mechanics,Gravitation,.,.,.,.,0,0
0QC,What would happen if gravity suddenly disappears?  ,2018,1,Mechanics,Gravitation,.,.,.,.,0,1
0QD,"Two base of a mountain are at sea level where the gravitational field strength is $ 9.81$ N$/$kg . If the value of gravitational field at the top of the mountain is $ 9.7$ N$/$kg, calculate the height of the mountain above the sea level. ",2018,1,Mechanics,Gravitation,.,.,.,.,0,0
0QE,Why is flywheel designed such that most of its mass is concentrated at the rim? Briefly explain. ,2018,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
0QF,Estimate the couple that will bring the wheel to rest in $ 10$ seconds when a grinding wheel of radius $ 40$ cm and mass $ 3$ kg is rotating at $ 3600$ revolutions per minute. ,2018,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,0
0QG,Why an ice skater rotates at relatively low speed when stretches her arms and a leg outward? ,2018,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
0QH,Calculate the moment of inertia of a sphere about an axis which is a tangent to its surface given that the mass and radius of the sphere are $ 10$ kg and $ 0.2$ m respectively. ,2018,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,0
0QI,Which type of thermometer is most suitable for calibration of other thermometers? ,2018,1,Heat,Thermometers,.,.,.,.,0,1
0QJ,Why at least two fixed points are required to define a temperature scale?,2018,1,Heat,Thermometers,.,.,.,.,0,1
0QK,List two qualities which makes a particular property suitable for use in practical thermometers. ,2018,1,Heat,Thermometers,.,.,.,.,0,1
0QL,Describe how mercury in glass thermometer could be made sensitive.,2018,1,Heat,Thermometers,.,.,.,.,0,1
0QM,What is meant by triple point of water? ,2018,1,Heat,Thermometers,.,.,.,.,0,1
0QN,Evaluate the temperature in Kelvin if the pressure recorded by a constant volume gas thermometer is $ 6.8 \times 10^{4}$ Nm$ ^{-2}$ given that the pressure at triple point $ 273.16$ K is $ 4.6 \times 10^{4}$ Nm$ ^{-2}$ .,2018,1,Heat,Thermometers,.,.,.,.,0,0
0QO,"One gram of water becomes $ 1671 $ cm$ ^{3}$ of steam at a pressure of $ 1$ atmosphere. If the latent heat of vaporization at this pressure is $ 2256$ J$/$g, determine the:
(i) external work done. 
(ii) increase in internal energy ",2018,1,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0QP,Why during emission of radiations from black body its temperature does not  reach zero Kelvin? ,2018,1,Heat,Thermal Radiation,.,.,.,.,0,1
0QQ,A black ball of radius $ 1$ m is maintained at a temperature of $ 30^{\circ}$C . How much  heat is radiated by the ball in $ 4$ seconds? ,2018,1,Heat,Thermal Radiation,.,.,.,.,0,0
0QR,What do you understand by the term node as applied to electric circuit?,2018,1,Electronics,Transistors,.,.,.,.,0,1
0QS,Outline three important points which are usually referred as sign convection in  solving Kirchhoff’s second law problems. ,2018,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0QT,How is ohmic conductor differ from non-ohmic conductor? Give one example in each case. ,2018,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0QU,"Study the Figure below then find the reading on the high resistance voltmeter, v.
### insert Figure here ###",2018,1,Current Electricity,Alternating Current (ac),.,.,.,.,1,1
0QV,Why the emf of a cell is sometimes called a special terminal potential difference? ,2018,1,Electrostatics,Electric Potential,.,.,.,.,0,1
0QW,Calculate the current flowing in the circuit when three similar cells each of emf $ 1.5$ V and internal resistance $ 0.3\Omega $ are connected in parallel across a $ 2\Omega $ resistor. ,2018,1,Current Electricity,Alternating Current (ac),.,.,.,.,0,0
0QX,Mention four types of energy losses suffered by a transformer.  ,2018,1,Electronics,Transistors,.,.,.,.,0,1
0QY,Why choke coil is preferred over resistance to control alternating current?,2018,1,Current Electricity,Alternating Current (ac),.,.,.,.,0,1
0QZ,Identify two difficulties which would arise when two straight wires are used to transmit electricity direct from the source to the city station. ,2018,1,Electronics,Telecommunication,.,.,.,.,0,1
0R0,Explain what could be done to light a $ 30$ V bulb from a $ 220$ volt A.C. supply?,2018,1,Current Electricity,Alternating Current (ac),.,.,.,.,0,0
0R1,"A series LCR circuit with inductance, $ L=0.12H$ , capacitance, $ C=480$ nF and resistance, $ R=23\Omega $ is connected to a $ 230V$ variable frequency supply. Determine the:
(i) Maximum current flowing in the circuit. 
(ii) Source frequency for which the current is maximum. ",2018,1,Electrostatics,Capacitance,Current Electricity,Alternating Current (ac),.,.,0,0
0R2,List two chief properties of semiconductors. ,2018,1,Electronics,Semiconductors,.,.,.,.,0,1
0R3,Why is it easier to establish the current in a semiconductor than in an insulator?,2018,1,Electronics,Semiconductors,.,.,.,.,0,1
0R4,State a condition that could be employed to make an insulator conduct some electricity. ,2018,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0R5,Distinguish between conductors and semiconductors on the basis of their energy band structures. ,2018,1,Electronics,Semiconductors,.,.,.,.,0,1
0R6,What is meant by depletion layer as used in pn -junction device? ,2018,1,Electronics,Transistors,.,.,.,.,0,1
0R7,Describe the effect of applying a reverse bias to the junction diode. ,2018,1,Electronics,Transistors,.,.,.,.,0,1
0R8,"Sketch the graph of transfer characteristic of a transistor. 
State the significance of the slope from the graph above.",2018,1,Electronics,Transistors,.,.,.,.,0,1
0R9,What is the basic condition for a transistor to operate properly as an amplifier? ,2018,1,Electronics,Transistors,.,.,.,.,0,1
0RA,Briefly explain how a junction transistor can be connected to act as a current operated device. ,2018,1,Electronics,Transistors,.,.,.,.,0,1
0RB,Why the magnitude of output frequency of a full wave rectifier is twice the input frequency? ,2018,1,Electronics,Transistors,.,.,.,.,0,1
0RC,Draw a simple basic transistor switching circuit diagram. ,2018,1,Electronics,Transistors,.,.,.,.,0,1
0RD,What is meant by a logic gate? ,2018,1,Electronics,Logic Gates,.,.,.,.,0,1
0RE,List three basic logic gates that make up all digital circuits. ,2018,1,Electronics,Logic Gates,.,.,.,.,0,1
0RF,"Study the Figure below then answer the questions that follow.
### Insert Figure here ###
(i) Identify the logic gates marked $ R$ and $ S$ .
(ii) Write down the output at s , such that when $ P=1$ , $ Q=1$ and when $ P=0$ ,  $ Q=0$ .",2018,1,Electronics,Logic Gates,.,.,.,.,1,0
0RG,"Obtain the truth table for the circuit shown in the Figure below.
### Insert Figure here ###",2018,1,Electronics,Logic Gates,.,.,.,.,1,1
0RH,What is meant by solar constant? ,2018,1,Environmental Physics,.,.,.,.,.,0,1
0RI,List two factors on which the solar constant depends. ,2018,1,Environmental Physics,.,.,.,.,.,0,1
0RJ,Give two advantages of photovoltaic system. ,2018,1,Environmental Physics,Energy from the environment,.,.,.,.,0,1
0RK,Briefly explain how photovoltaic cells work. ,2018,1,Environmental Physics,Energy from the environment,.,.,.,.,0,1
0RL,"Estimate the maximum power available from $ 10$ m$ ^{2}$ of solar panels.  Calculate the volume of water per second which must pass through if the inlet and outlet temperature of the panels are at $ 10^{\circ}$C and $ 60^{\circ}$C respectively. (Assume the wave carries away energy at the same rate as the maximum power available)
",2018,1,Environmental Physics,.,.,.,.,.,0,0
0RM,Define the term dimension of a physical quantity.,2016,1,Measurement,Physical Quantities,.,.,.,.,0,1
0RN,The number of particles $ n$ crossing a unit area perpendicular to $ x-$ axis in a unit time is given as $ n=-D(n_{2}-n_{1})/(x_{2}-x_{1})$ where $ n_{1}$ and $ n_{2}$ are the number of particles per unit volume for the values of $ x_{1}$ and $ x_{2}$ respectively.  What are the dimensions of diffusion constant $ D$ ?,2016,1,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0RO,Give two basic rules of dimensional analysis. ,2016,1,Measurement,Physical Quantities,.,.,.,.,0,1
0RP,"The frequency, $ f$ of a vibrating string depends upon the force applied, $ F$ , the length, $ l$ , of the string and the mass per unit length,$ \mu $ . Using dimension show how $ f$ is related to $ F$ , $ l$ and $ \mu $ .",2016,1,Measurement,Physical Quantities,.,.,.,.,0,0
0RQ,What is meant by least count of a measurement?,2016,1,Measurement,Physical Quantities,.,.,.,.,0,1
0RR,"The period of oscillation of a simple pendulum is given by $ T=2\pi\sqrt{l/g}$ where by $ 100$ vibrations were taken to measure $ 200$ seconds. If the least count for the time and length of a pendulum of $ 1$ m are $ 0.1$ sec and $ 1$ mm respectively, calculate the maximum percentage error in the measurement of $ g$ .",2016,1,Measurement,Errors,.,.,.,.,0,0
0RS,Mention two characteristics of projectile motion.,2016,1,Mechanics,Projectile Motion,.,.,.,.,0,1
0RT,"If the range of the projectile is $ 120$ m and its time of flight is $ 4$ sec , determine the angle of projection and its initial velocity of projection assuming that the acceleration due to gravity $ g=10$ m$/$s. ",2016,1,Mechanics,Projectile Motion,.,.,.,.,0,0
0RU,State the principles on which the rocket propulsion is based. ,2016,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,1
0RV,A jet engine on a test bed takes in $ 40$ kg of air per second at a velocity of $ 100$ m$/$s  and burns $ 0.80$ kg of fuel per second. After compression and heating the exhaust gases are ejected at $ 600$ m$/$s relative to the air craft. Calculate the thrust of the engine.,2016,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0RW,"An object of mass $ 2$ kg is attached to the hook of a spring balance which is suspended vertically to the roof of a lift.  What is the reading on the spring balance when the lift is:
(i) going up with the rate of $ 0.2$ m$/$s$ ^{2}$
(ii) going down with an acceleration of $ 0.1$ m$/$s$ ^{2}$
(iii) ascending with uniform velocity of $ 0.15$ m$/$s",2016,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0RX,Define the term inertia.,2016,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,1
0RY,Why is Newton’s first law of motion called the law of inertia?,2016,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
0RZ," A jet of of water from a fire hose is capable of reaching a height of $ 20$ m.  If the cross sectional area of the hose outlet is $ 4.0	\times 10^{-4}$ m$ ^{2}$ , calculate the:
(i) Minimum speed of water from the hose.
(ii) Mass of water leaving the hose each second.
(iii) Force on the hose due to the water jet.",2016,1,Fluid Dynamics,Streamline Flow and Continuity,.,.,.,.,0,0
0S0,"A boy ties a string around a stone of mass $ 0.15$ kg and then whirls it in a horizontal circle at constant speed. If the period of rotation of the stone is $ 0.4$ sec and the length between the stone and boy’s hand is $ 0.50$ m ;
(i) Calculate the tension in the string. 
(ii) State one assumption taken to reach the answer above.",2016,1,Mechanics,Uniform Circular Motion,.,.,.,.,0,0
0S1,"What do you understand by the following terms: 
(i) Damped oscillations. 
(ii) Undamped oscillations.",2016,1,Vibrations and Waves,Mechanical Vibrations,.,.,.,.,0,1
0S2,Sketch the waveform diagrams to represent the terms: damped oscillations & undamped oscillations,2016,1,Vibrations and Waves,Mechanical Vibrations,.,.,.,.,0,1
0S3,Show that the total energy of a body executing S.H.M. is independent of time.,2016,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
0S4,"A mass of $ 05$ kg connected to a light spring of force constant $ 20$ N$/$m oscillates on a  horizontal frictionless surface. If the amplitude of the motion $ 1$ s $ 3.0$ cm , calculate the;
(i) Maximum speed of the mass.
(ii)  Kinetic energy of the system when the displacement is $ 2.0$ cm.",2016,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
0S5,What is meant by moment of inertia of a body?,2016,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
0S6,List two factors on which the moment of inertia of a body depends. ,2016,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
